*** Bundlelist:
Status: 173 bundles in total - all 173 bundles active.

org.apache.geronimo.bundles.jstl (1.2.0.1) "Apache Geronimo Bundles: jstl-1.2" [active, 107] 
org.apache.geronimo.specs.geronimo-annotation_1.3_spec (1.1.0) "Apache Geronimo Annotation Spec 1.3" [active, 1] 
org.apache.geronimo.specs.geronimo-atinject_1.0_spec (1.1.0) "Apache Geronimo JSR-330 Spec 1.0" [active, 8] 
org.apache.geronimo.specs.geronimo-saaj_1.3_spec (1.1) "SAAJ 1.3" [active, 2] 
org.apache.geronimo.specs.geronimo-ws-metadata_2.0_spec (1.1.3) "Web Services Metadata 2.0" [active, 18] 
org.apache.httpcomponents.httpclient (4.5.6) "Apache Apache HttpClient OSGi bundle" [active, 102] 
org.apache.httpcomponents.httpcore (4.4.10) "Apache Apache HttpCore OSGi bundle" [active, 103] 
org.apache.jackrabbit.jackrabbit-api (2.16.3) "Apache Jackrabbit API" [active, 56] 
org.apache.jackrabbit.jackrabbit-data (2.16.3) "Jackrabbit Data" [active, 57] 
org.apache.jackrabbit.jackrabbit-jcr-commons (2.16.3) "Jackrabbit JCR Commons" [active, 58] 
org.apache.jackrabbit.jackrabbit-jcr-rmi (2.16.3) "Jackrabbit JCR-RMI" [active, 59] 
org.apache.jackrabbit.jackrabbit-spi-commons (2.16.3) "Jackrabbit SPI Commons" [active, 61] 
org.apache.jackrabbit.jackrabbit-spi (2.16.3) "Jackrabbit SPI" [active, 60] 
org.apache.jackrabbit.jackrabbit-webdav (2.16.3) "Jackrabbit WebDAV Library" [active, 62] 
org.apache.jackrabbit.oak-api (1.8.8) "Oak API" [active, 64] 
org.apache.jackrabbit.oak-blob-plugins (1.8.8) "Oak Blob Plugins" [active, 66] 
org.apache.jackrabbit.oak-blob (1.8.8) "Oak Blob Store" [active, 65] 
org.apache.jackrabbit.oak-commons (1.8.8) "Oak Commons" [active, 67] 
org.apache.jackrabbit.oak-core-spi (1.8.8) "Oak Core SPI" [active, 69] 
org.apache.jackrabbit.oak-core (1.8.8) "Oak Core" [active, 68] 
org.apache.jackrabbit.oak-jcr (1.8.8) "Oak JCR Binding" [active, 70] 
org.apache.jackrabbit.oak-lucene (1.8.8) "Oak Lucene" [active, 71] 
org.apache.jackrabbit.oak-query-spi (1.8.8) "Oak Query SPI" [active, 72] 
org.apache.jackrabbit.oak-security-spi (1.8.8) "Oak Security SPI" [active, 73] 
org.apache.jackrabbit.oak-segment-tar (1.8.8) "Oak Segment Tar" [active, 54] 
org.apache.jackrabbit.oak-store-composite (1.8.8) "Oak Composite Store" [active, 74] 
org.apache.jackrabbit.oak-store-document (1.8.8) "Oak DocumentNodeStore" [active, 75] 
org.apache.jackrabbit.oak-store-spi (1.8.8) "Oak NodeStore and Commit SPI" [active, 76] 
org.apache.jackrabbit.vault (3.2.4) "Apache Jackrabbit FileVault Core Bundle" [active, 94] 
org.apache.pdfbox.fontbox (2.0.12) "Apache FontBox" [active, 45] 
org.apache.pdfbox.jempbox (1.8.16) "Apache JempBox" [active, 46] 
org.apache.pdfbox (2.0.12) "Apache PDFBox" [active, 51] 
org.apache.servicemix.bundles.jaxb-impl (2.2.11.1) "Apache ServiceMix :: Bundles :: jaxb-impl" [active, 21] 
org.apache.servicemix.bundles.rhino (1.7.10.1) "Apache ServiceMix :: Bundles :: rhino" [active, 110] 
org.apache.servicemix.specs.jaxb-api-2.2 (2.9.0) "Apache ServiceMix :: Specs :: JAXB API 2.2" [active, 3] 
org.apache.servicemix.specs.jaxws-api-2.2 (2.9.0) "Apache ServiceMix :: Specs :: JAXWS API 2.2" [active, 17] 
org.apache.sling.adapter (2.1.10) "Apache Sling Adapter Manager Implementation" [active, 111] 
org.apache.sling.api (2.18.4) "Apache Sling API" [active, 112] 
org.apache.sling.auth.core (1.4.2) "Apache Sling Authentication Service" [active, 113] 
org.apache.sling.auth.form (1.0.12) "Apache Sling Form Based Authentication Handler" [active, 114] 
org.apache.sling.bundleresource.impl (2.3.2) "Apache Sling Bundle Resource Provider" [active, 115] 
org.apache.sling.caconfig.api (1.1.2) "Apache Sling Context-Aware Configuration API" [active, 116] 
org.apache.sling.caconfig.impl (1.4.14) "Apache Sling Context-Aware Configuration Implementation" [active, 117] 
org.apache.sling.caconfig.spi (1.3.4) "Apache Sling Context-Aware Configuration SPI" [active, 118] 
org.apache.sling.commons.classloader (1.4.2) "Apache Sling Dynamic Class Loader Support" [active, 119] 
org.apache.sling.commons.compiler (2.3.6) "Apache Sling Commons Java Compiler" [active, 120] 
org.apache.sling.commons.fsclassloader (1.0.8) "Apache Sling Commons FileSystem ClassLoader" [active, 121] 
org.apache.sling.commons.johnzon (1.1.2) "Apache Sling Commons Johnzon Wrapper Library" [active, 38] 
org.apache.sling.commons.log.webconsole (1.0.0) "Apache Sling Log WebConsole" [active, 39] 
org.apache.sling.commons.log (5.1.10) "Apache Sling Commons Log" [active, 10] 
org.apache.sling.commons.logservice (1.0.6) "Apache Sling OSGi LogService Implementation" [active, 11] 
org.apache.sling.commons.metrics (1.2.6) "Apache Sling Metrics" [active, 77] 
org.apache.sling.commons.mime (2.2.0) "Apache Sling Commons MIME type mapping support" [active, 122] 
org.apache.sling.commons.osgi (2.4.0) "Apache Sling Commons OSGi support" [active, 123] 
org.apache.sling.commons.scheduler (2.7.2) "Apache Sling Scheduler Support" [active, 124] 
org.apache.sling.commons.threads (3.2.18) "Apache Sling Thread Support" [active, 125] 
org.apache.sling.discovery.api (1.0.4) "Apache Sling Discovery API" [active, 126] 
org.apache.sling.discovery.base (2.0.8) "Apache Sling Discovery Base" [active, 127] 
org.apache.sling.discovery.commons (1.0.20) "Apache Sling Discovery Commons" [active, 128] 
org.apache.sling.discovery.oak (1.2.28) "Apache Sling Oak-Based Discovery Service" [active, 129] 
org.apache.sling.discovery.support (1.0.4) "Apache Sling Discovery Support Bundle" [active, 130] 
org.apache.sling.engine (2.6.14) "Apache Sling Engine Implementation" [active, 131] 
org.apache.sling.event.dea (1.1.2) "Apache Sling Distributed Event Admin" [active, 133] 
org.apache.sling.event (4.2.12) "Apache Sling Event Support" [active, 132] 
org.apache.sling.extensions.threaddump (0.2.2) "Apache Sling Thread Dumper" [active, 40] 
org.apache.sling.extensions.webconsolebranding (1.0.2) "Apache Sling Web Console Branding" [resolved, 41] (fragment)
org.apache.sling.extensions.webconsolesecurityprovider (1.2.0) "Apache Sling Web Console Security Provider" [active, 42] 
org.apache.sling.fsresource (2.1.14) "Apache Sling File System Resource Provider" [active, 134] 
org.apache.sling.hc.api (1.0.2) "Apache Sling Health Check API" [active, 135] 
org.apache.sling.hc.core (1.2.10) "Apache Sling Health Check Core" [active, 136] 
org.apache.sling.hc.webconsole (1.1.2) "Apache Sling Health Check Webconsole Plugin" [active, 137] 
org.apache.sling.i18n (2.5.14) "Apache Sling I18N Support" [active, 138] 
org.apache.sling.installer.console (1.0.2) "Apache Sling Installer WebConsole Plugin" [active, 139] 
org.apache.sling.installer.core (3.9.0) "Apache Sling Installer" [active, 20] 
org.apache.sling.installer.factory.configuration (1.2.0) "Apache Sling Installer Configuration Admin Support" [active, 19] 
org.apache.sling.installer.hc (2.0.0) "Apache Sling Installer Health Checks" [active, 140] 
org.apache.sling.installer.provider.file (1.1.0) "Apache Sling File Installer" [active, 6] 
org.apache.sling.installer.provider.jcr (3.1.26) "Apache Sling JCR Installer" [active, 141] 
org.apache.sling.javax.activation (0.1.0) "Apache Sling javax.activation bundle" [active, 5] 
org.apache.sling.jcr.api (2.4.0) "Apache Sling Repository API Bundle" [active, 78] 
org.apache.sling.jcr.base (3.0.4) "Apache Sling JCR Base Bundle" [active, 79] 
org.apache.sling.jcr.contentloader (2.2.6) "Apache Sling Initial Content Loader" [active, 142] 
org.apache.sling.jcr.davex (1.3.10) "Apache Sling JCR DavEx" [active, 80] 
org.apache.sling.jcr.jackrabbit.accessmanager (3.0.2) "Apache Sling Jackrabbit JSR-283 Access Control Manager Support" [active, 81] 
org.apache.sling.jcr.jackrabbit.usermanager (2.2.8) "Apache Sling Jackrabbit UserManager Support" [active, 82] 
org.apache.sling.jcr.jcr-wrapper (2.0.0) "Apache Sling Wrapper Bundle for the JCR API" [active, 83] 
org.apache.sling.jcr.oak.server (1.2.0) "Apache Sling JCR Oak Repository Server" [active, 87] 
org.apache.sling.jcr.registration (1.0.6) "Apache Sling JCR Repository Registration" [active, 84] 
org.apache.sling.jcr.repoinit (1.1.8) "Apache Sling JCR RepoInit module" [active, 143] 
org.apache.sling.jcr.resource (3.0.16) "Apache Sling JCR Resource Resolver" [active, 144] 
org.apache.sling.jcr.webconsole (1.0.2) "Apache Sling JCR WebConsole Bundle" [active, 85] 
org.apache.sling.jcr.webdav (2.3.8) "Apache Sling Simple WebDAV Access to repositories" [active, 86] 
org.apache.sling.launchpad.installer (1.2.2) "Apache Sling Launchpad Installer" [active, 16] 
org.apache.sling.models.api (1.3.6) "Apache Sling Models API" [active, 145] 
org.apache.sling.models.impl (1.4.8) "Apache Sling Models Implementation" [active, 146] 
org.apache.sling.models.jacksonexporter (1.0.8) "Apache Sling Models Model Exporter - Jackson" [active, 147] 
org.apache.sling.provisioning.model (1.8.4) "Apache Sling Provisioning Model" [active, 148] 
org.apache.sling.repoinit.parser (1.2.2) "Apache Sling RepoInit Parser" [active, 149] 
org.apache.sling.resourceresolver (1.6.6) "Apache Sling Resource Resolver" [active, 150] 
org.apache.sling.sample.slingshot (0.9.0) "Apache Sling Sample Slingshot" [active, 151] 
org.apache.sling.scripting.api (2.2.0) "Apache Sling Scripting Implementation API" [active, 152] 
org.apache.sling.scripting.core (2.0.54) "Apache Sling Scripting Core implementation" [active, 153] 
org.apache.sling.scripting.el-api (1.0.0) "Apache Sling Wrapper Bundle for Apache Tomcat EL API" [active, 154] 
org.apache.sling.scripting.javascript (3.0.4) "Apache Sling Scripting JavaScript Support" [active, 155] 
org.apache.sling.scripting.jsp-api (1.0.0) "Apache Sling Wrapper Bundle for Apache Tomcat JSP API" [active, 157] 
org.apache.sling.scripting.jsp.taglib (2.3.0) "Apache Sling Scripting JSP Tag Library" [active, 158] 
org.apache.sling.scripting.jsp (2.3.4) "Apache Sling Scripting JSP Support" [active, 156] 
org.apache.sling.scripting.sightly.compiler.java (1.0.26.1_4_0) "Apache Sling Scripting HTL Java Compiler" [active, 161] 
org.apache.sling.scripting.sightly.compiler (1.0.22.1_4_0) "Apache Sling Scripting HTL Compiler" [active, 160] 
org.apache.sling.scripting.sightly.js.provider (1.0.26) "Apache Sling Scripting HTL JavaScript Use Provider" [active, 162] 
org.apache.sling.scripting.sightly.models.provider (1.0.6) "Apache Sling Scripting HTL Sling Models Use Provider" [active, 163] 
org.apache.sling.scripting.sightly.repl (1.0.6) "Apache Sling Scripting HTL Read-Eval-Print Loop Environment" [active, 164] 
org.apache.sling.scripting.sightly (1.0.56.1_4_0) "Apache Sling Scripting HTL Engine" [active, 159] 
org.apache.sling.serviceuser.webconsole (1.0.0) "Apache Sling Service User Web Console" [active, 165] 
org.apache.sling.serviceusermapper (1.4.2) "Apache Sling Service User Mapper" [active, 166] 
org.apache.sling.servlets.get (2.1.36) "Apache Sling Default GET Servlets" [active, 167] 
org.apache.sling.servlets.post (2.3.26) "Apache Sling Default POST Servlets" [active, 168] 
org.apache.sling.servlets.resolver (2.4.22) "Apache Sling Servlet Resolver" [active, 169] 
org.apache.sling.settings (1.3.10) "Apache Sling Settings" [active, 4] 
org.apache.sling.starter.content (1.0.2) "Apache Sling Starter Content" [active, 43] 
org.apache.sling.starter.startup (1.0.6) "Apache Sling Starter Startup Module" [active, 44] 
org.apache.sling.validation.api (1.0.0) "Apache Sling Validation Framework API" [active, 170] 
org.apache.sling.validation.core (1.0.4) "Apache Sling Validation Framework Core Implementation" [active, 171] 
org.apache.sling.xss (2.0.12) "Apache Sling XSS Protection" [active, 172] 
org.apache.tika.core (1.19.1) "Apache Tika core" [active, 52] 
org.apache.tika.parsers (1.19.1) "Apache Tika parsers" [active, 53] 
slf4j.api (1.7.25) "slf4j-api" [active, 9] 

*** Bundles:
Status: Bundle information: 173 bundles in total - all 173 bundles active.

Bundle 0 - System Bundle 6.0.1 (state: Active)
    Symbolic Name: org.apache.felix.framework
    Version: 6.0.1
    Bundle Location: System Bundle
    Last Modification: Thu Jan 01 01:00:00 CET 1970
    Description: This bundle is system specific; it implements various system services.
    Start Level: 0
    Exported Packages: 
        !! java.applet,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.awt,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.awt.color,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.awt.datatransfer,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.awt.desktop,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.awt.dnd,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.awt.event,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.awt.font,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.awt.geom,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.awt.im,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.awt.im.spi,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.awt.image,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.awt.image.renderable,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.awt.print,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.beans,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.beans.beancontext,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.io,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.lang,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.lang.annotation,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.lang.instrument,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.lang.invoke,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.lang.management,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.lang.module,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.lang.ref,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.lang.reflect,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.math,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.net,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.net.http,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.net.spi,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.nio,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.nio.channels,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.nio.channels.spi,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.nio.charset,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.nio.charset.spi,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.nio.file,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.nio.file.attribute,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.nio.file.spi,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.rmi,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.rmi.activation,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.rmi.dgc,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.rmi.registry,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.rmi.server,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.security,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.security.acl,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.security.cert,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.security.interfaces,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.security.spec,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.sql,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.text,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.text.spi,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.time,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.time.chrono,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.time.format,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.time.temporal,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.time.zone,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.util,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.util.concurrent,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.util.concurrent.atomic,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.util.concurrent.locks,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.util.function,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.util.jar,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.util.logging,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.util.prefs,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.util.regex,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.util.spi,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.util.stream,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        !! java.util.zip,version=0.0.0.JavaSE_011 -- Overwritten by Boot Delegation
        javax.accessibility,version=0.0.0.JavaSE_011
        javax.annotation.processing,version=0.0.0.JavaSE_011
        javax.crypto,version=0.0.0.JavaSE_011
        javax.crypto.interfaces,version=0.0.0.JavaSE_011
        javax.crypto.spec,version=0.0.0.JavaSE_011
        javax.imageio,version=0.0.0.JavaSE_011
        javax.imageio.event,version=0.0.0.JavaSE_011
        javax.imageio.metadata,version=0.0.0.JavaSE_011
        javax.imageio.plugins.bmp,version=0.0.0.JavaSE_011
        javax.imageio.plugins.jpeg,version=0.0.0.JavaSE_011
        javax.imageio.plugins.tiff,version=0.0.0.JavaSE_011
        javax.imageio.spi,version=0.0.0.JavaSE_011
        javax.imageio.stream,version=0.0.0.JavaSE_011
        javax.lang.model,version=0.0.0.JavaSE_011
        javax.lang.model.element,version=0.0.0.JavaSE_011
        javax.lang.model.type,version=0.0.0.JavaSE_011
        javax.lang.model.util,version=0.0.0.JavaSE_011
        javax.management,version=0.0.0.JavaSE_011
        javax.management.loading,version=0.0.0.JavaSE_011
        javax.management.modelmbean,version=0.0.0.JavaSE_011
        javax.management.monitor,version=0.0.0.JavaSE_011
        javax.management.openmbean,version=0.0.0.JavaSE_011
        javax.management.relation,version=0.0.0.JavaSE_011
        javax.management.remote,version=0.0.0.JavaSE_011
        javax.management.remote.rmi,version=0.0.0.JavaSE_011
        javax.management.timer,version=0.0.0.JavaSE_011
        javax.naming,version=0.0.0.JavaSE_011
        javax.naming.directory,version=0.0.0.JavaSE_011
        javax.naming.event,version=0.0.0.JavaSE_011
        javax.naming.ldap,version=0.0.0.JavaSE_011
        javax.naming.spi,version=0.0.0.JavaSE_011
        javax.net,version=0.0.0.JavaSE_011
        javax.net.ssl,version=0.0.0.JavaSE_011
        javax.print,version=0.0.0.JavaSE_011
        javax.print.attribute,version=0.0.0.JavaSE_011
        javax.print.attribute.standard,version=0.0.0.JavaSE_011
        javax.print.event,version=0.0.0.JavaSE_011
        javax.rmi.ssl,version=0.0.0.JavaSE_011
        javax.script,version=0.0.0.JavaSE_011
        javax.security.auth,version=0.0.0.JavaSE_011
        javax.security.auth.callback,version=0.0.0.JavaSE_011
        javax.security.auth.kerberos,version=0.0.0.JavaSE_011
        javax.security.auth.login,version=0.0.0.JavaSE_011
        javax.security.auth.spi,version=0.0.0.JavaSE_011
        javax.security.auth.x500,version=0.0.0.JavaSE_011
        javax.security.cert,version=0.0.0.JavaSE_011
        javax.security.sasl,version=0.0.0.JavaSE_011
        javax.sound.midi,version=0.0.0.JavaSE_011
        javax.sound.midi.spi,version=0.0.0.JavaSE_011
        javax.sound.sampled,version=0.0.0.JavaSE_011
        javax.sound.sampled.spi,version=0.0.0.JavaSE_011
        javax.sql,version=0.0.0.JavaSE_011
        javax.sql.rowset,version=0.0.0.JavaSE_011
        javax.sql.rowset.serial,version=0.0.0.JavaSE_011
        javax.sql.rowset.spi,version=0.0.0.JavaSE_011
        javax.swing,version=0.0.0.JavaSE_011
        javax.swing.border,version=0.0.0.JavaSE_011
        javax.swing.colorchooser,version=0.0.0.JavaSE_011
        javax.swing.event,version=0.0.0.JavaSE_011
        javax.swing.filechooser,version=0.0.0.JavaSE_011
        javax.swing.plaf,version=0.0.0.JavaSE_011
        javax.swing.plaf.basic,version=0.0.0.JavaSE_011
        javax.swing.plaf.metal,version=0.0.0.JavaSE_011
        javax.swing.plaf.multi,version=0.0.0.JavaSE_011
        javax.swing.plaf.nimbus,version=0.0.0.JavaSE_011
        javax.swing.plaf.synth,version=0.0.0.JavaSE_011
        javax.swing.table,version=0.0.0.JavaSE_011
        javax.swing.text,version=0.0.0.JavaSE_011
        javax.swing.text.html,version=0.0.0.JavaSE_011
        javax.swing.text.html.parser,version=0.0.0.JavaSE_011
        javax.swing.text.rtf,version=0.0.0.JavaSE_011
        javax.swing.tree,version=0.0.0.JavaSE_011
        javax.swing.undo,version=0.0.0.JavaSE_011
        javax.tools,version=0.0.0.JavaSE_011
        javax.transaction.xa,version=0.0.0.JavaSE_011
        javax.xml,version=2.1.0
        javax.xml.catalog,version=1.0.0
        javax.xml.crypto,version=0.0.0.JavaSE_011
        javax.xml.crypto.dom,version=0.0.0.JavaSE_011
        javax.xml.crypto.dsig,version=0.0.0.JavaSE_011
        javax.xml.crypto.dsig.dom,version=0.0.0.JavaSE_011
        javax.xml.crypto.dsig.keyinfo,version=0.0.0.JavaSE_011
        javax.xml.crypto.dsig.spec,version=0.0.0.JavaSE_011
        javax.xml.datatype,version=2.1.0
        javax.xml.namespace,version=2.1.0
        javax.xml.parsers,version=2.1.0
        javax.xml.stream,version=1.0.0
        javax.xml.stream.events,version=1.0.0
        javax.xml.stream.util,version=1.0.0
        javax.xml.transform,version=2.1.0
        javax.xml.transform.dom,version=2.1.0
        javax.xml.transform.sax,version=2.1.0
        javax.xml.transform.stax,version=2.1.0
        javax.xml.transform.stream,version=2.1.0
        javax.xml.validation,version=2.1.0
        javax.xml.xpath,version=2.1.0
        org.apache.sling.launchpad.api,version=1.2.0
        org.ietf.jgss,version=0.0.0.JavaSE_011
        org.osgi.dto,version=1.1.0
        org.osgi.framework,version=1.9.0
        org.osgi.framework.dto,version=1.8.0
        org.osgi.framework.hooks.bundle,version=1.1.0
        org.osgi.framework.hooks.resolver,version=1.0.0
        org.osgi.framework.hooks.service,version=1.1.0
        org.osgi.framework.hooks.weaving,version=1.1.0
        org.osgi.framework.launch,version=1.2.0
        org.osgi.framework.namespace,version=1.1.0
        org.osgi.framework.startlevel,version=1.0.0
        org.osgi.framework.startlevel.dto,version=1.0.0
        org.osgi.framework.wiring,version=1.2.0
        org.osgi.framework.wiring.dto,version=1.3.0
        org.osgi.resource,version=1.0.0
        org.osgi.resource.dto,version=1.0.0
        org.osgi.service.packageadmin,version=1.2.0
        org.osgi.service.resolver,version=1.1.0
        org.osgi.service.startlevel,version=1.1.0
